Id,Address_State,Application_Type,Emp_Length,Emp_Title,Grade,Home_Ownership,Issue_Date,Last_Credit_Pull_Date,Last_Payment_Date,Loan_Status,Next_Payment_Date,Member_Id,Purpose,Sub_Grade,Term,Verification_Status,Annual_Income,Dti,Installment,Int_Rate,Loan_Amount,Total_Acc,Total_Payment
808659,Pennsylvania,INDIVIDUAL,6 years,Kimberly Clark,C,MORTGAGE,7/11/2021,8/13/2021,4/13/2021,Charged Off,5/13/2021,1015406,Debt Consolidation,C5, 60 months,Not Verified,70000,0.2057,286.93,0.1523,12000,23,6541
520026,Maryland,INDIVIDUAL,7 years,Kernan Orthopedic Hospital,C,MORTGAGE,5/10/2021,11/11/2021,6/11/2021,Charged Off,7/11/2021,672243,Debt Consolidation,C2, 60 months,Not Verified,48000,0.1059,193.89,0.1311,8500,62,2650
1051048,Michigan,INDIVIDUAL,7 years,Benzie County Sheriff Office,C,MORTGAGE,12/11/2021,3/16/2021,8/15/2021,Charged Off,9/15/2021,1282512,Debt Consolidation,C4, 60 months,Not Verified,77000,0.2458,358.98,0.1527,15000,29,16600
741982,Connecticut,INDIVIDUAL,8 years,Brown And Knapp Insurance,C,MORTGAGE,5/11/2021,4/16/2021,9/15/2021,Charged Off,10/15/2021,939986,Debt Consolidation,C4, 60 months,Not Verified,50000,0.1265,178.79,0.1479,7550,27,8940
677458,South Carolina,INDIVIDUAL,9 years,Professional Pharmacy,C,MORTGAGE,4/11/2021,5/16/2021,11/13/2021,Charged Off,12/13/2021,865552,Debt Consolidation,C3, 60 months,Not Verified,33000,0.2418,432.49,0.1343,18825,32,12973
649603,Florida,INDIVIDUAL,< 1 year,Arcata Assoc.,C,MORTGAGE,1/11/2021,2/14/2021,9/13/2021,Charged Off,10/13/2021,831031,Debt Consolidation,C2, 60 months,Not Verified,45100,0.0231,136.71,0.1306,6000,24,4855
864494,Minnesota,INDIVIDUAL,1 year,Edp Renewables,C,MORTGAGE,9/11/2021,5/16/2021,5/13/2021,Charged Off,6/13/2021,1077673,Debt Consolidation,C4, 60 months,Not Verified,39000,0.1812,355.2,0.1479,15000,16,7096
999816,Vermont,INDIVIDUAL,1 year,Champlain Coummunity Services,C,MORTGAGE,11/11/2021,4/16/2021,12/13/2021,Charged Off,1/13/2022,1225200,Debt Consolidation,C4, 60 months,Not Verified,55536,0.1513,382.92,0.1527,16000,32,9188
621647,Missouri,INDIVIDUAL,10+ years,Laclede Co. Sheriff'S Office,C,MORTGAGE,12/10/2021,8/13/2021,4/13/2021,Charged Off,5/13/2021,796722,Debt Consolidation,C3, 60 months,Not Verified,26771.94,0.212,176.26,0.1298,7750,18,5037
795056,Kansas,INDIVIDUAL,10+ years,Hawker Beechcraft Corporation,C,MORTGAGE,6/11/2021,9/15/2021,11/12/2021,Charged Off,12/12/2021,999749,Debt Consolidation,C4, 60 months,Not Verified,70000,0.1397,284.16,0.1479,12000,16,5091
574998,Pennsylvania,INDIVIDUAL,6 years,Juristaff Inc.,C,MORTGAGE,9/10/2021,5/15/2021,12/14/2021,Charged Off,1/14/2022,739653,Debt Consolidation,C1, 60 months,Not Verified,65000,0.1578,134.37,0.1323,5875,19,7032
656009,California,INDIVIDUAL,10+ years,Surgical West Inc,C,MORTGAGE,1/11/2021,5/16/2021,4/11/2021,Charged Off,5/11/2021,839031,Debt Consolidation,C2, 60 months,Not Verified,155004,0.1496,318.98,0.1306,14000,41,1610
1022452,Washington,INDIVIDUAL,2 years,Group Health Cooperative,C,MORTGAGE,11/11/2021,5/16/2021,5/12/2021,Charged Off,6/12/2021,1251246,Debt Consolidation,C4, 60 months,Not Verified,60000,0.163,344.62,0.1527,14400,31,1721
785069,Florida,INDIVIDUAL,< 1 year,Gelber Group,C,MORTGAGE,6/11/2021,10/13/2021,5/13/2021,Charged Off,6/13/2021,988336,Debt Consolidation,C3, 60 months,Not Verified,75000,0.1595,348.95,0.1399,15000,35,8624
607432,Maryland,INDIVIDUAL,8 years,Shear Images,C,MORTGAGE,11/10/2021,5/16/2021,3/12/2021,Charged Off,4/12/2021,779246,Debt Consolidation,C1, 60 months,Not Verified,39996,0.1899,145.35,0.1223,6500,21,2340
656157,New York,INDIVIDUAL,10+ years,Stony Brook Hospital,C,MORTGAGE,1/11/2021,10/13/2021,5/13/2021,Charged Off,6/13/2021,839232,Debt Consolidation,C3, 60 months,Not Verified,47138,0.1283,160.82,0.1343,7000,27,4764
675343,California,INDIVIDUAL,2 years,Rewards Network,C,MORTGAGE,2/11/2021,2/13/2021,9/12/2021,Charged Off,10/12/2021,863100,Debt Consolidation,C3, 60 months,Not Verified,75000,0.0328,275.69,0.1343,12000,19,5223
646994,North Carolina,INDIVIDUAL,10+ years,Tyco Electronics,D,MORTGAGE,1/11/2021,6/13/2021,1/13/2021,Charged Off,2/13/2021,827786,Debt Consolidation,D5, 60 months,Not Verified,91000,0.0215,145.98,0.1602,6000,18,3625
1041844,Illinois,INDIVIDUAL,10+ years,Plumber&Steamfitter Local 137,D,MORTGAGE,12/11/2021,6/14/2021,2/14/2021,Charged Off,3/14/2021,1271881,Debt Consolidation,D5, 60 months,Not Verified,65000,0.1045,382.95,0.1825,15000,16,11054
612527,Maryland,INDIVIDUAL,10+ years,Dept. Of Treasury,D,MORTGAGE,11/10/2021,10/14/2021,10/14/2021,Charged Off,11/14/2021,785418,Debt Consolidation,D5, 60 months,Not Verified,123531.24,0.1887,404.72,0.1557,16800,45,19022
533700,Washington,INDIVIDUAL,2 years,Cobalt Group,D,MORTGAGE,6/10/2021,5/16/2021,5/14/2021,Charged Off,6/14/2021,689844,Debt Consolidation,D3, 60 months,Not Verified,65000,0.0966,367.46,0.1558,15250,35,16536
556232,Illinois,INDIVIDUAL,5 years,Indiana Harbor Belt Railroad,D,MORTGAGE,8/10/2021,5/16/2021,3/12/2021,Charged Off,4/12/2021,716264,Debt Consolidation,D2, 60 months,Not Verified,85200,0.1459,215.11,0.1521,9000,22,4086
847272,Virginia,INDIVIDUAL,5 years,Richmond Police Department,D,MORTGAGE,8/11/2021,5/16/2021,3/12/2021,Charged Off,4/12/2021,1058741,Debt Consolidation,D4, 60 months,Not Verified,52000,0.1085,416.54,0.1689,16800,10,2914
878883,Pennsylvania,INDIVIDUAL,6 years,Snyder County,D,MORTGAGE,11/11/2021,8/14/2021,5/14/2021,Charged Off,6/14/2021,1093661,Debt Consolidation,D5, 60 months,Not Verified,34000,0.1256,306.36,0.1825,12000,23,9668
841309,New Jersey,INDIVIDUAL,8 years,Courthouse Convalescent Center,D,MORTGAGE,8/11/2021,9/14/2021,5/14/2021,Charged Off,6/14/2021,1051848,Debt Consolidation,D3, 60 months,Not Verified,65000,0.2274,190.49,0.1649,7750,21,6722
557926,New York,INDIVIDUAL,9 years,Grenoindustries,D,MORTGAGE,8/10/2021,3/13/2021,10/12/2021,Charged Off,11/12/2021,718283,Debt Consolidation,D3, 60 months,Not Verified,24000,0,28.92,0.1558,1200,4,795
530957,New York,INDIVIDUAL,10+ years,Griffith Energy,D,MORTGAGE,6/10/2021,11/12/2021,6/12/2021,Charged Off,7/12/2021,686521,Debt Consolidation,D2, 60 months,Not Verified,52000,0.2444,400.34,0.1521,16750,34,9883
867829,Michigan,INDIVIDUAL,10+ years,Materion Brush,D,MORTGAGE,9/11/2021,5/16/2021,9/12/2021,Charged Off,10/12/2021,1081448,Debt Consolidation,D3, 60 months,Not Verified,66000,0.18,368.69,0.1649,15000,24,4423
851706,Minnesota,INDIVIDUAL,5 years,Hopkins Sand& Gravel,D,MORTGAGE,9/11/2021,12/12/2021,7/12/2021,Charged Off,8/12/2021,1063657,Debt Consolidation,D5, 60 months,Not Verified,40800,0.1426,458.39,0.1749,18250,20,5513
790666,North Carolina,INDIVIDUAL,5 years,K&S Tool And Manufacturing Co.,D,MORTGAGE,6/11/2021,5/16/2021,8/13/2021,Charged Off,9/13/2021,994843,Debt Consolidation,D5, 60 months,Not Verified,57000,0.1196,401.87,0.1749,16000,15,10334
561179,Illinois,INDIVIDUAL,7 years,Village Of Glendale Heights,D,MORTGAGE,8/10/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,722222,Debt Consolidation,D2, 60 months,Not Verified,61240,0.0649,286.81,0.1521,12000,25,3624
572339,Ohio,INDIVIDUAL,4 years,Unknown,D,MORTGAGE,9/10/2021,6/14/2021,3/14/2021,Charged Off,4/14/2021,736193,Debt Consolidation,D5, 60 months,Not Verified,75000,0.1712,51.43,0.1632,2100,18,2350
760519,North Carolina,INDIVIDUAL,10+ years,Ag Provision Llc,D,MORTGAGE,5/11/2021,5/13/2021,12/12/2021,Charged Off,1/12/2022,960795,Debt Consolidation,D2, 60 months,Not Verified,49500,0.2439,243.13,0.1599,10000,26,6246
711528,Ohio,INDIVIDUAL,2 years,Summa Health Systems,D,MORTGAGE,5/11/2021,5/16/2021,4/13/2021,Charged Off,5/13/2021,904492,Debt Consolidation,D2, 60 months,Not Verified,44088,0.1257,442.5,0.1599,18200,19,9733
513345,Florida,INDIVIDUAL,3 years,Naval Surface Warfare Center,D,MORTGAGE,5/10/2021,12/14/2021,8/14/2021,Charged Off,9/14/2021,663274,Debt Consolidation,D2, 60 months,Not Verified,122000,0.149,298.9,0.1496,15000,29,15247
990709,Nevada,INDIVIDUAL,4 years,Alexander Kalifano,D,MORTGAGE,10/11/2021,2/13/2021,9/12/2021,Charged Off,10/12/2021,1214704,Debt Consolidation,D2, 60 months,Not Verified,65000,0.2042,346.21,0.1677,14000,27,4173
771972,Ohio,INDIVIDUAL,4 years,Cleveland Housing Network,D,MORTGAGE,6/11/2021,5/16/2021,7/12/2021,Charged Off,8/12/2021,973801,Debt Consolidation,D4, 60 months,Not Verified,49200,0.23,297.53,0.1689,12000,35,3568
603985,Colorado,INDIVIDUAL,7 years,Denver Health,D,MORTGAGE,10/10/2021,5/12/2021,12/11/2021,Charged Off,1/11/2022,774959,Debt Consolidation,D2, 60 months,Not Verified,36000,0.205,235.08,0.1446,10000,17,4233
708223,Ohio,INDIVIDUAL,< 1 year,Lyondellbasell,D,MORTGAGE,4/11/2021,3/14/2021,11/13/2021,Charged Off,12/13/2021,900693,Debt Consolidation,D2, 60 months,Not Verified,48000,0.0435,332.4,0.1491,14000,12,11145
612473,Oregon,INDIVIDUAL,3 years,Yamhill County Sheriff'S Office,D,MORTGAGE,11/10/2021,5/16/2021,5/12/2021,Charged Off,6/12/2021,785358,Debt Consolidation,D3, 60 months,Not Verified,55000,0.0334,123.25,0.1483,5200,17,2215
612530,California,INDIVIDUAL,1 year,"Faf, Inc. Lease",D,MORTGAGE,11/10/2021,9/14/2021,5/14/2021,Charged Off,6/14/2021,785423,Debt Consolidation,D4, 60 months,Not Verified,48000,0.1115,143.38,0.152,6000,42,6225
561392,Pennsylvania,INDIVIDUAL,10+ years,Allegheny Podiatry Assoc,D,MORTGAGE,8/10/2021,5/16/2021,3/11/2021,Charged Off,4/11/2021,722494,Debt Consolidation,D2, 60 months,Not Verified,36000,0.145,95.61,0.1521,4000,19,571
555219,Illinois,INDIVIDUAL,10+ years,Advanced Data Systems,D,MORTGAGE,7/10/2021,1/12/2021,8/11/2021,Charged Off,9/11/2021,715082,Debt Consolidation,D3, 60 months,Not Verified,40000,0.0164,265.06,0.1558,11000,30,3604
834279,Texas,INDIVIDUAL,10+ years,Allied Employer Group,D,MORTGAGE,8/11/2021,3/14/2021,1/14/2021,Charged Off,2/14/2021,1044108,Debt Consolidation,D3, 60 months,Not Verified,52000,0.2028,195.41,0.1649,7950,29,6780
877615,Illinois,INDIVIDUAL,6 years,Exova Inc.,D,MORTGAGE,9/11/2021,5/16/2021,10/13/2021,Charged Off,11/13/2021,1092291,Debt Consolidation,D4, 60 months,Not Verified,78000,0.1351,377.49,0.1758,15000,30,9058
516697,Connecticut,INDIVIDUAL,10+ years,Mohegan Sun Casino,E,MORTGAGE,5/10/2021,3/13/2021,11/12/2021,Charged Off,12/12/2021,667789,Debt Consolidation,E1, 60 months,Not Verified,48000,0.1985,147.35,0.1645,6000,29,4485
809236,North Carolina,INDIVIDUAL,10+ years,Smokin Harley Davidson,E,MORTGAGE,7/11/2021,5/16/2021,5/12/2021,Charged Off,6/12/2021,1016034,Debt Consolidation,E4, 60 months,Not Verified,44000,0.1282,567.04,0.1929,21725,12,5665
702716,Maryland,INDIVIDUAL,10+ years,Lcg Systems,E,MORTGAGE,3/11/2021,5/16/2021,4/12/2021,Charged Off,5/12/2021,894574,Debt Consolidation,E5, 60 months,Not Verified,146775,0.146,388.79,0.1788,15350,39,4664
1049201,Ohio,INDIVIDUAL,2 years,Medco Health Solutions,E,MORTGAGE,12/11/2021,11/13/2021,7/13/2021,Charged Off,8/13/2021,1280399,Debt Consolidation,E2, 60 months,Not Verified,35004,0.1214,311.49,0.1903,12000,13,7895
697566,Oregon,INDIVIDUAL,3 years,Day Wireless,E,MORTGAGE,3/11/2021,5/16/2021,9/11/2021,Charged Off,10/11/2021,888906,Debt Consolidation,E4, 60 months,Not Verified,80000,0.2431,503.81,0.1751,20050,34,3022
723427,Virginia,INDIVIDUAL,4 years,Dod,E,MORTGAGE,4/11/2021,5/16/2021,8/11/2021,Charged Off,9/11/2021,918364,Debt Consolidation,E1, 60 months,Not Verified,67000,0.2371,220.78,0.164,9000,18,881
571077,Missouri,INDIVIDUAL,9 years,Winntech Digital Systems,E,MORTGAGE,8/10/2021,5/16/2021,11/11/2021,Charged Off,12/11/2021,734604,Debt Consolidation,E1, 60 months,Not Verified,66000,0.1666,392.93,0.1645,16000,16,4343
666996,Missouri,INDIVIDUAL,9 years,Jack Henry & Associates,E,MORTGAGE,2/11/2021,5/16/2021,6/14/2021,Charged Off,7/14/2021,852743,Debt Consolidation,E2, 60 months,Not Verified,56500,0.2281,445.13,0.1677,18000,23,17027
574184,South Carolina,INDIVIDUAL,2 years,Neurology Center Of Carolinas,E,MORTGAGE,9/10/2021,5/16/2021,5/11/2021,Charged Off,6/11/2021,738643,Debt Consolidation,E4, 60 months,Not Verified,54000,0.1982,150.93,0.1756,6000,26,1200
812120,Washington,INDIVIDUAL,3 years,Portland Plastics,E,MORTGAGE,7/11/2021,10/15/2021,5/12/2021,Charged Off,6/12/2021,1019248,Debt Consolidation,E4, 60 months,Not Verified,40000,0.1239,313.21,0.1929,12000,12,3439
557932,California,INDIVIDUAL,5 years,County Of San Bernardino,E,MORTGAGE,8/10/2021,5/16/2021,3/12/2021,Charged Off,4/12/2021,718292,Debt Consolidation,E1, 60 months,Not Verified,69996,0.1864,294.7,0.1645,12000,20,5349
803294,California,INDIVIDUAL,10+ years,Olive View Medical Center,E,MORTGAGE,7/11/2021,5/16/2021,3/13/2021,Charged Off,4/13/2021,1009043,Debt Consolidation,E2, 60 months,Not Verified,104000,0.2177,278.47,0.1839,10875,32,5738
546792,Wisconsin,INDIVIDUAL,10+ years,Unknown,E,MORTGAGE,7/10/2021,8/13/2021,4/13/2021,Charged Off,5/13/2021,705076,Debt Consolidation,E5, 60 months,Not Verified,24395,0.0905,126.78,0.1793,5000,8,4222
823368,South Carolina,INDIVIDUAL,10+ years,Wells Fargo Bank,E,MORTGAGE,8/11/2021,5/13/2021,12/12/2021,Charged Off,1/12/2022,1031931,Debt Consolidation,E3, 60 months,Not Verified,79000,0.1572,361.56,0.1879,14000,27,6442
597972,Kentucky,INDIVIDUAL,9 years,Galls,E,MORTGAGE,10/10/2021,11/11/2021,7/11/2021,Charged Off,8/11/2021,767526,Debt Consolidation,E2, 60 months,Not Verified,42000,0.2466,321.83,0.1682,13000,17,4249
759102,New York,INDIVIDUAL,10+ years,Sandlot Interiors Llc,E,MORTGAGE,5/11/2021,1/14/2021,9/13/2021,Charged Off,10/13/2021,959329,Debt Consolidation,E1, 60 months,Not Verified,48000,0.0538,406.21,0.1799,16000,19,12138
831100,Florida,INDIVIDUAL,10+ years,Cheney Brothers,F,MORTGAGE,8/11/2021,7/12/2021,2/12/2021,Charged Off,3/12/2021,1040301,Debt Consolidation,F5, 60 months,Not Verified,67200,0.2157,568.66,0.2174,20700,28,4531
631846,Illinois,INDIVIDUAL,< 1 year,"Home State Mortgage Group, Inc.",G,MORTGAGE,12/10/2021,7/13/2021,5/13/2021,Charged Off,6/13/2021,809427,Debt Consolidation,G2, 60 months,Not Verified,86100,0.1236,662.77,0.2003,25000,32,22494
751684,Georgia,INDIVIDUAL,5 years,World Micro,F,MORTGAGE,5/11/2021,5/15/2021,12/14/2021,Charged Off,1/14/2022,951147,Debt Consolidation,F1, 60 months,Not Verified,60000,0.2441,383.52,0.2025,14400,19,16963
612910,New York,INDIVIDUAL,10+ years,Fdny,B,OWN,11/10/2021,4/16/2021,10/11/2021,Charged Off,11/11/2021,785876,Debt Consolidation,B3, 60 months,Not Verified,115000,0.1653,245.36,0.0962,16000,18,2690
798764,North Carolina,INDIVIDUAL,8 years,Winston-Salem Forsyth County Schools,B,OWN,7/11/2021,12/15/2021,5/15/2021,Charged Off,6/15/2021,1003904,Debt Consolidation,B2, 60 months,Not Verified,36000,0.03,430.78,0.1059,20000,13,20861
594052,Florida,INDIVIDUAL,3 years,Bruschetta And Co.,C,OWN,10/10/2021,3/13/2021,10/12/2021,Charged Off,11/12/2021,762860,Debt Consolidation,C3, 60 months,Not Verified,34000,0.2255,234.91,0.1398,12250,13,6030
660949,Texas,INDIVIDUAL,10+ years,Rassette Capital,C,OWN,2/11/2021,5/16/2021,5/11/2021,Charged Off,6/11/2021,845314,Debt Consolidation,C5, 60 months,Not Verified,70000,0.0579,350.35,0.1417,15000,18,1049
695035,California,INDIVIDUAL,7 years,Century 21 Americana,C,OWN,3/11/2021,5/16/2021,12/12/2021,Charged Off,1/12/2022,886076,Debt Consolidation,C5, 60 months,Not Verified,62000,0.0155,350.35,0.1417,15000,17,6505
764228,New York,INDIVIDUAL,10+ years,Nys Department Of Transportion,D,OWN,5/11/2021,4/16/2021,1/14/2021,Charged Off,2/14/2021,964919,Debt Consolidation,D4, 60 months,Not Verified,55454,0.1742,446.29,0.1689,18000,39,13387
703226,Washington,INDIVIDUAL,3 years,Washington Post,D,OWN,3/11/2021,5/16/2021,9/13/2021,Charged Off,10/13/2021,895162,Debt Consolidation,D5, 60 months,Not Verified,44000,0.1514,194.63,0.1602,8000,21,5450
825649,Kentucky,INDIVIDUAL,9 years,Kroger,D,OWN,7/11/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,1034459,Debt Consolidation,D5, 60 months,Not Verified,35000,0.0593,351.64,0.1749,14000,5,551
767654,West Virginia,INDIVIDUAL,3 years,Minova Usa Inc,D,OWN,5/11/2021,4/12/2021,11/11/2021,Charged Off,12/11/2021,968804,Debt Consolidation,D5, 60 months,Not Verified,46200,0.1725,482.25,0.1749,19200,17,3445
628068,New York,INDIVIDUAL,5 years,Nyhq,F,OWN,12/10/2021,5/12/2021,1/12/2021,Charged Off,2/12/2021,804824,Debt Consolidation,F1, 60 months,Not Verified,36000,0.2037,185.22,0.178,7325,16,8913
603618,California,INDIVIDUAL,9 years,Mission Valley Cabinet,F,OWN,10/10/2021,5/16/2021,10/12/2021,Charged Off,11/12/2021,774512,Debt Consolidation,F5, 60 months,Not Verified,44000,0.1805,375.85,0.1929,14400,16,8644
622844,New York,INDIVIDUAL,10+ years,Marcy Correctional,F,OWN,12/10/2021,4/16/2021,12/11/2021,Charged Off,1/11/2022,798237,Debt Consolidation,F3, 60 months,Not Verified,51000,0.2332,35.97,0.1854,1400,66,488
730571,Colorado,INDIVIDUAL,10+ years,Nebraskaland/Coloradoland Tire,G,OWN,4/11/2021,1/12/2021,10/11/2021,Charged Off,11/11/2021,926541,Debt Consolidation,G2, 60 months,Not Verified,30000,0.1488,331.18,0.2048,12375,7,1449
601037,California,INDIVIDUAL,10+ years,Bright Horizons Family Solutions,B,RENT,10/10/2021,4/16/2021,8/13/2021,Charged Off,9/13/2021,771305,Debt Consolidation,B1, 60 months,Not Verified,40000,0.131,165.61,0.0888,8000,9,5298
812949,New York,INDIVIDUAL,10+ years,Ciyt Of Utica Dpw,B,RENT,7/11/2021,4/16/2021,6/12/2021,Charged Off,7/12/2021,1020250,Debt Consolidation,B3, 60 months,Not Verified,39960,0.1066,347.8,0.1099,16000,12,3472
616011,California,INDIVIDUAL,3 years,Paradox Entertainment,B,RENT,12/10/2021,2/14/2021,12/13/2021,Charged Off,1/13/2022,789880,Debt Consolidation,B3, 60 months,Not Verified,34000,0.2312,179.02,0.0962,12200,42,6586
868075,California,INDIVIDUAL,6 years,Brundage Bone Concrete Pumping,B,RENT,9/11/2021,5/16/2021,7/13/2021,Charged Off,8/13/2021,1081729,Debt Consolidation,B5, 60 months,Not Verified,54000,0.1618,280.22,0.1199,12600,20,6164
732269,Pennsylvania,INDIVIDUAL,7 years,Children'S Behavioral Health (Cbh),B,RENT,4/11/2021,9/15/2021,4/15/2021,Charged Off,5/15/2021,928456,Debt Consolidation,B1, 60 months,Not Verified,29000,0.0666,151.68,0.0963,7200,14,7459
545930,New Jersey,INDIVIDUAL,9 years,"Francis J. Devito, P.A.",B,RENT,7/10/2021,7/14/2021,4/14/2021,Charged Off,5/14/2021,704056,Debt Consolidation,B4, 60 months,Not Verified,40000,0.2112,296.84,0.1149,19000,17,13403
669421,Maryland,INDIVIDUAL,10+ years,U.S. Army,B,RENT,2/11/2021,5/16/2021,12/12/2021,Charged Off,1/12/2022,855922,Debt Consolidation,B3, 60 months,Not Verified,52116,0.1455,240.02,0.1037,11200,20,5279
586526,Virginia,INDIVIDUAL,1 year,Office Of The District Of Columbia Audit,B,RENT,9/10/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,753497,Debt Consolidation,B1, 60 months,Not Verified,67000,0.1573,171.48,0.1038,8000,19,1537
798595,Florida,INDIVIDUAL,2 years,Jcpenney,B,RENT,7/11/2021,2/12/2021,9/11/2021,Charged Off,10/11/2021,1003728,Debt Consolidation,B5, 60 months,Not Verified,33600,0.0039,266.88,0.1199,12000,6,1059
586427,New York,INDIVIDUAL,3 years,Three Of Us Corp,B,RENT,9/10/2021,5/16/2021,1/12/2021,Charged Off,2/12/2021,753380,Debt Consolidation,B4, 60 months,Not Verified,42000,0.1971,131.93,0.1149,6000,41,1978
598702,New Jersey,INDIVIDUAL,6 years,Maplewood Beverage Packer Llc,B,RENT,10/10/2021,12/15/2021,6/15/2021,Charged Off,7/15/2021,768431,Debt Consolidation,B5, 60 months,Not Verified,50000,0.1908,314.32,0.1186,15000,33,17564
566833,South Carolina,INDIVIDUAL,< 1 year,The South Financial Group,B,RENT,8/10/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,729223,Debt Consolidation,B3, 60 months,Not Verified,23400,0.1277,141.72,0.1112,6500,12,2399
1008519,Maryland,INDIVIDUAL,2 years,"Inter-Con Security Systems, Inc.",B,RENT,11/11/2021,5/16/2021,11/12/2021,Charged Off,12/12/2021,1235231,Debt Consolidation,B2, 60 months,Not Verified,62000,0.1229,258.82,0.1065,12000,21,2846
876147,Nevada,INDIVIDUAL,3 years,Charles River Laboratories,B,RENT,10/11/2021,4/16/2021,5/15/2021,Charged Off,6/15/2021,1090740,Debt Consolidation,B2, 60 months,Not Verified,60000,0.2434,215.69,0.1065,10000,28,9275
820386,Maryland,INDIVIDUAL,10+ years,Hospital Of Joing Diseases,C,RENT,7/11/2021,2/13/2021,10/12/2021,Charged Off,11/12/2021,1028607,Debt Consolidation,C2, 60 months,Not Verified,50000,0.1814,506.11,0.1349,22000,27,7013
625314,Virginia,INDIVIDUAL,10+ years,Cognetti'S Plumbing Heating / A/C,C,RENT,12/10/2021,9/12/2021,4/12/2021,Charged Off,5/12/2021,801375,Debt Consolidation,C4, 60 months,Not Verified,30000,0.2312,229.33,0.1335,10000,11,3946
736702,Texas,INDIVIDUAL,3 years,Platinum Home Health Inc,C,RENT,4/11/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,933732,Debt Consolidation,C1, 60 months,Not Verified,36000,0.243,384.03,0.1268,17000,36,3449
522576,California,INDIVIDUAL,3 years,Mission Community Bank,C,RENT,6/10/2021,5/16/2021,5/11/2021,Charged Off,6/11/2021,675949,Debt Consolidation,C3, 60 months,Not Verified,45000,0.0597,232.58,0.1398,10000,17,3318
1051124,New Jersey,INDIVIDUAL,4 years,Greenwood Enterprises,C,RENT,12/11/2021,5/13/2021,12/12/2021,Charged Off,1/12/2022,1282796,Debt Consolidation,C2, 60 months,Not Verified,45000,0.1016,468.17,0.1427,20000,14,6219
790337,California,INDIVIDUAL,6 years,Nco Financial,C,RENT,6/11/2021,2/13/2021,7/12/2021,Charged Off,8/12/2021,994449,Debt Consolidation,C2, 60 months,Not Verified,39000,0.2046,276.06,0.1349,12000,20,4731
733195,Minnesota,INDIVIDUAL,< 1 year,University Of Minnesota,C,RENT,4/11/2021,5/16/2021,5/13/2021,Charged Off,6/13/2021,929534,Debt Consolidation,C1, 60 months,Not Verified,31400,0.2098,146.84,0.1268,6500,18,3523
541685,Washington,INDIVIDUAL,< 1 year,Superior Linen Services,C,RENT,7/10/2021,5/16/2021,9/14/2021,Charged Off,10/14/2021,699131,Debt Consolidation,C2, 60 months,Not Verified,14400,0.1125,138.4,0.1361,6000,16,6920
871230,New York,INDIVIDUAL,1 year,Westchester Community College,C,RENT,9/11/2021,10/13/2021,7/13/2021,Charged Off,8/13/2021,1085301,Debt Consolidation,C1, 60 months,Not Verified,45000,0.1349,318.48,0.1299,14000,46,7103
976747,Illinois,INDIVIDUAL,10+ years,Midwest Sports Medicine,C,RENT,10/11/2021,5/16/2021,12/12/2021,Charged Off,1/12/2022,1199726,Debt Consolidation,C1, 60 months,Not Verified,33000,0.1836,368.08,0.1349,16000,21,5149
681101,New York,INDIVIDUAL,10+ years,American Stock Transfer,C,RENT,2/11/2021,9/14/2021,4/14/2021,Charged Off,5/14/2021,870059,Debt Consolidation,C5, 60 months,Not Verified,48000,0.156,140.14,0.1417,6000,15,5579
977426,California,INDIVIDUAL,2 years,Central California Athletics,C,RENT,10/11/2021,12/12/2021,7/12/2021,Charged Off,8/12/2021,1200233,Debt Consolidation,C1, 60 months,Not Verified,32400,0.1622,276.06,0.1349,12000,15,3095
1042914,South Dakota,INDIVIDUAL,8 years,Freedom Enterprises,C,RENT,12/11/2021,12/15/2021,5/15/2021,Charged Off,6/15/2021,1273214,Debt Consolidation,C4, 60 months,Not Verified,38000,0.1898,358.98,0.1527,15000,25,15756
640684,Arizona,INDIVIDUAL,< 1 year,Pioneer Prep,C,RENT,1/11/2021,4/16/2021,6/14/2021,Charged Off,7/14/2021,820147,Debt Consolidation,C4, 60 months,Not Verified,36000,0.149,183.47,0.1335,8000,16,7522
658399,Pennsylvania,INDIVIDUAL,4 years,Unknown,C,RENT,1/11/2021,4/13/2021,11/12/2021,Charged Off,12/12/2021,842042,Debt Consolidation,C3, 60 months,Not Verified,40000,0.1449,114.87,0.1343,5000,13,2618
1055949,North Carolina,INDIVIDUAL,9 years,Industrial Paper Products,C,RENT,12/11/2021,5/16/2021,1/13/2021,Charged Off,2/13/2021,1287725,Debt Consolidation,C1, 60 months,Not Verified,53000,0.2103,391.08,0.1349,17000,12,5077
528161,Massachusetts,INDIVIDUAL,< 1 year,Fcm Travel,C,RENT,6/10/2021,5/16/2021,8/14/2021,Charged Off,9/14/2021,683092,Debt Consolidation,C1, 60 months,Not Verified,40000,0.2049,274.46,0.1323,12000,27,13342
524059,Oklahoma,INDIVIDUAL,10+ years,First Church Of God,C,RENT,6/10/2021,5/16/2021,1/13/2021,Charged Off,2/13/2021,678092,Debt Consolidation,C3, 60 months,Not Verified,43920,0.082,348.87,0.1398,15000,29,10814
